
<!-- saved from url=(0136)http://www.dwa.gov.za/hydrology/Verified/HyData.aspx?Station=W4H013100.00&DataType=Daily&StartDT=2000-01-01&EndDT=2019-04-09&SiteType=DC -->
<html xmlns="http://www.w3.org/1999/xhtml" class="gr__dwa_gov_za"><head><meta http-equiv="Content-Type" content="text/html; charset=UTF-8"></head><body data-gr-c-s-loaded="true"><p></p><pre>Data are continuously updated and reviewed.
The format of this file is as follows:
POS.  1-8   = Date of daily flow  CCYYMMDD
POS. 10-18  = Daily avg flow rate in cubic metres/sec 99999.999
POS. 20-24  = Quality code

W4H013
Variable 100.00 Surface Water Level

DATE     D AVG F/R  QUAL
20030928    53.138     1
20030929    23.780     1
20030930     6.218     1
20031001     6.203     1
20031002     6.204     1
20031003     6.217     1
20031004     6.205     1
20031005     6.187     1
20031006     6.192     1
20031007     6.195     1
20031008     6.200     1
20031009     6.196     1
20031010     6.205     1
20031011     6.195     1
20031012     6.206     1
20031013     6.199     1
20031014     6.196     1
20031015     6.410     1
20031016     6.190     1
20031017     6.199     1
20031018     6.175     1
20031019     6.185     1
20031020     6.177     1
20031021     6.185     1
20031022     6.192     1
20031023     6.192     1
20031024     6.198     1
20031025     6.197     1
20031026     6.200     1
20031027     6.207     1
20031028     6.203     1
20031029     6.215     1
20031030     6.216     1
20031031     6.224     1
20031101     6.233     1
20031102     6.231     1
20031103     6.239     1
20031104     6.213     1
20031105     6.355     1
20031106     6.243     1
20031107     6.242     1
20031108     6.242     1
20031109     6.247     1
20031110     6.253     1
20031111     6.867     1
20031112     6.376     1
20031113     6.297     1
20031114     6.285     1
20031115     6.308     1
20031116     6.286     1
20031117     6.289     1
20031118     6.297     1
20031119     6.302     1
20031120     6.292     1
20031121     6.305     1
20031122     6.318     1
20031123     6.330     1
20031124     6.334     1
20031125     6.341     1
20031126     6.329     1
20031127     6.560     1
20031128     6.348     1
20031129     6.327     1
20031130     6.299     1
20031201     6.302     1
20031202     6.306     1
20031203     6.313     1
20031204     6.308     1
20031205     6.308     1
20031206     6.320     1
20031207     6.315     1
20031208     6.304     1
20031209     6.331     1
20031210     6.327     1
20031211     6.322     1
20031212     6.339     1
20031213     6.342     1
20031214     6.358     1
20031215     6.357     1
20031216     6.346     1
20031217     6.359     1
20031218     6.350     1
20031219     6.351     1
20031220     6.362     1
20031221     6.384     1
20031222     6.369     1
20031223     6.370     1
20031224     6.366     1
20031225     6.402     1
20031226     6.447     1
20031227     6.382     1
20031228     6.380     1
20031229     6.389     1
20031230     6.376     1
20031231     6.366     1
20040101     6.363     1
20040102     6.677     1
20040103     6.368     1
20040104     6.355     1
20040105     6.353     1
20040106     6.354     1
20040107     6.364     2
20040108     6.440     2
20040109     6.374     2
20040110     6.382     2
20040111     6.377     2
20040112     6.373     2
20040113     6.372     2
20040114     6.371     2
20040115     6.383     2
20040116     6.373     2
20040117     6.372     2
20040118     6.369     2
20040119     6.367     2
20040120     6.372     2
20040121     6.371     2
20040122     6.558     2
20040123     6.548     2
20040124     6.674     2
20040125     6.557     2
20040126     6.546     2
20040127     6.488     2
20040128     6.434     2
20040129     6.489     2
20040130     6.392     2
20040131     6.391     2
20040201     6.389     2
20040202     6.385     2
20040203     6.389     2
20040204     6.386     2
20040205     6.392     2
20040206     6.397     2
20040207     6.400     2
20040208     6.397     2
20040209     6.390     2
20040210     4.095     2
20040211     6.302     2
20040212     6.320     2
20040213     6.357     2
20040214     6.323     2
20040215     6.382     2
20040216     6.358     2
20040217     6.338     2
20040218     6.357     2
20040219     6.341     2
20040220     6.360     2
20040221     6.359     2
20040222     6.381     2
20040223     6.434     2
20040224     6.373     2
20040225     6.372     2
20040226     6.535     2
20040227     6.440     2
20040228     6.413     2
20040229     6.395     2
20040301     6.396     2
20040302     6.391     2
20040303     6.346     2
20040304     6.266     2
20040305     6.301     2
20040306     6.266     2
20040307     6.260     2
20040308     6.287     2
20040309     6.303     2
20040310     6.304     2
20040311     6.315     2
20040312     6.319     2
20040313     6.286     2
20040314     6.290     2
20040315     6.301     2
20040316     6.305     2
20040317     6.317     2
20040318     6.322     2
20040319     6.317     2
20040320     6.331     2
20040321     6.331     2
20040322     6.345     2
20040323     6.353     2
20040324     6.361     2
20040325     6.347     2
20040326     6.355     2
20040327     6.361     2
20040328     6.359     2
20040329     6.367     2
20040330     6.363     2
20040331     6.367     2
20040401     6.354     2
20040402     6.354     2
20040403     6.350     2
20040404     6.342     2
20040405     6.339     2
20040406     6.387     2
20040407     6.319     2
20040408     6.324     2
20040409     6.323     2
20040410     6.326     2
20040411     6.309     2
20040412     6.304     2
20040413     6.309     2
20040414     6.293     2
20040415     6.290     2
20040416     6.286     2
20040417     6.272     2
20040418     6.275     2
20040419     6.275     2
20040420     6.281     2
20040421     6.306     2
20040422     6.259     2
20040423     6.259     2
20040424     6.258     2
20040425     6.262     2
20040426     6.274     2
20040427     6.290     2
20040428     6.292     2
20040429     6.290     2
20040430     6.320     2
20040501     6.290     2
20040502     6.261     2
20040503     6.265     2
20040504     6.269     2
20040505     6.278     2
20040506     6.285     2
20040507     6.265     2
20040508     6.253     2
20040509     6.246     2
20040510     6.262     2
20040511     6.274     2
20040512     6.279     2
20040513     6.262     2
20040514     6.261     2
20040515     6.272     2
20040516     6.260     2
20040517     6.270     2
20040518     6.276     2
20040519     6.264     2
20040520     6.251     2
20040521     6.254     2
20040522     6.242     2
20040523     6.270     2
20040524     6.265     2
20040525     6.263     2
20040526     6.250     2
20040527     6.509     2
20040528     6.278     2
20040529     6.291     2
20040530     6.314     2
20040531     6.281     2
20040601     6.260     2
20040602     6.251     2
20040603     6.269     2
20040604     6.285     2
20040605     6.277     2
20040606     6.274     2
20040607     6.254     2
20040608     6.248     2
20040609     6.261     2
20040610     6.252     2
20040611     6.255     2
20040612     6.265     2
20040613     6.266     2
20040614     6.235     2
20040615     6.254     2
20040616     6.232     2
20040617     6.223     2
20040618     6.216     2
20040619     6.217     2
20040620     6.218     2
20040621     6.233     2
20040622     6.231     2
20040623     6.229     2
20040624     6.222     2
20040625     6.224     2
20040626     6.226     2
20040627     6.224     2
20040628     6.237     2
20040629     6.226     2
20040630     6.223     2
20040701     6.226     2
20040702     6.235     2
20040703     6.189     2
20040704     6.228     2
20040705     6.248     2
20040706     6.256     2
20040707     6.243     2
20040708     6.237     2
20040709     6.218     2
20040710     6.224     2
20040711     6.241     2
20040712     6.227     2
20040713     6.102     2
20040714     6.172     2
20040715     6.149     2
20040716     6.140     2
20040717     6.149     2
20040718     6.141     2
20040719     6.134     2
20040720     6.128     2
20040721     6.140     2
20040722     6.138     2
20040723     6.128     2
20040724     6.134     2
20040725     6.077     2
20040726     6.078     2
20040727     6.147     2
20040728     6.121     2
20040729     6.099     2
20040730     6.082     2
20040731     6.099     2
20040801     6.081     2
20040802     6.068     2
20040803     4.361     2
20040804     5.887     2
20040805     6.061     2
20040806     6.072     2
20040807     6.055     2
20040808     6.059     2
20040809     6.056     2
20040810     6.093     2
20040811     6.128     2
20040812     6.129     2
20040813     6.112     2
20040814     6.101     2
20040815     6.104     2
20040816     6.087     2
20040817     6.076     2
20040818     6.110     2
20040819     6.133     2
20040820     6.131     2
20040821     6.111     2
20040822     6.122     2
20040823     6.109     2
20040824     6.113     2
20040825     6.150     2
20040826     6.247     2
20040827     6.180     2
20040828     6.157     2
20040829     6.138     2
20040830     6.137     2
20040831     6.132     2
20040901     6.102     2
20040902     6.132     2
20040903     6.146     2
20040904     6.155     2
20040905     6.162     2
20040906     6.177     2
20040907     6.191     2
20040908     6.138     2
20040909     6.082     2
20040910     6.045     2
20040911     6.018     2
20040912     6.057     2
20040913     6.037     2
20040914     6.036     2
20040915     6.020     2
20040916     6.028     2
20040917     6.025     2
20040918     6.023     2
20040919     6.032     2
20040920     5.992     2
20040921     5.974     2
20040922     5.974     2
20040923     6.059     2
20040924     6.124     2
20040925     6.332     2
20040926     6.590     2
20040927     8.418     2
20040928    17.113     2
20040929    37.827     2
20040930    50.265     2
20041001   420.062     2
20041002   539.579     2
20041003   279.484     2
20041004   113.923     2
20041005    76.074     2
20041006    41.410     2
20041007    16.757     2
20041008     9.399     2
20041009     9.374     2
20041010     9.389     2
20041011     7.620     2
20041012     6.261     2
20041013     6.265     2
20041014     6.273     2
20041015     6.291     2
20041016     6.282     2
20041017     6.264     2
20041018     6.258     2
20041019     6.258     2
20041020     6.261     2
20041021     6.274     2
20041022     6.278     2
20041023     6.281     2
20041024     6.251     2
20041025     6.241     2
20041026     6.240     2
20041027     6.266     2
20041028     6.273     2
20041029     6.265     2
20041030     6.258     2
20041031     6.256     2
20041101     6.262     2
20041102     6.265     2
20041103     6.265     2
20041104     6.257     2
20041105     6.256     2
20041106     6.253     2
20041107     6.239     2
20041108     6.245     2
20041109     6.234     2
20041110     6.252     2
20041111     6.268     2
20041112     6.261     2
20041113     6.257     2
20041114     6.256     2
20041115     6.248     2
20041116     6.244     2
20041117     6.235     2
20041118     6.254     2
20041119     6.274     2
20041120     6.269     2
20041121     6.305     2
20041122     6.306     2
20041123     6.264     2
20041124     6.334     2
20041125     6.270     2
20041126     6.280     2
20041127     6.289     2
20041128     6.266     2
20041129     6.261     2
20041130     6.254     2
20041201     6.257     2
20041202     6.256     2
20041203     6.249     2
20041204     6.244     2
20041205     6.244     2
20041206     6.243     2
20041207     6.265     2
20041208     6.261     2
20041209     6.252     2
20041210     6.238     2
20041211     6.233     2
20041212     6.234     2
20041213     6.236     2
20041214     3.902     2
20041215     6.314     2
20041216     6.316     2
20041217     6.309     2
20041218     6.309     2
20041219     6.309     2
20041220     6.306     2
20041221     6.302     2
20041222     6.301     2
20041223     6.318     2
20041224     6.353     2
20041225     6.307     2
20041226     6.303     2
20041227     6.304     2
20041228     6.296     2
20041229     6.291     2
20041230     6.287     2
20041231     6.280     2
20050101     6.287     2
20050102     6.286     2
20050103     6.291     2
20050104     6.288     2
20050105     6.281     2
20050106     6.277     2
20050107     6.265     2
20050108     6.277     2
20050109     6.270     2
20050110     6.291     2
20050111     6.265     2
20050112     6.277     2
20050113     6.281     2
20050114     6.271     2
20050115     6.273     2
20050116     6.266     2
20050117     6.276     2
20050118     6.297     2
20050119     6.297     2
20050120     6.293     2
20050121     6.292     2
20050122     6.301     2
20050123     6.305     2
20050124     6.297     2
20050125     6.300     2
20050126     6.308     2
20050127     6.309     2
20050128     6.309     2
20050129     6.313     2
20050130     6.322     2
20050131     6.314     2
20050201     4.568     2
20050202     6.295     2
20050203     6.296     2
20050204     6.311     2
20050205     6.311     2
20050206     6.302     2
20050207     6.300     2
20050208     6.310     2
20050209     6.322     2
20050210     6.328     2
20050211     6.334     2
20050212     6.365     2
20050213     6.338     2
20050214     6.355     2
20050215     6.363     2
20050216     6.372     2
20050217     6.374     2
20050218     6.377     2
20050219     6.376     2
20050220     6.441     2
20050221     6.405     2
20050222     6.393     2
20050223     6.395     2
20050224     6.398     2
20050225     6.416     2
20050226     6.486     2
20050227     6.418     2
20050228     6.416     2
20050301     6.418     2
20050302     6.418     2
20050303     6.418     2
20050304     6.432     2
20050305     6.426     2
20050306     6.430     2
20050307     6.438     2
20050308     6.431     2
20050309     6.430     2
20050310     6.406     2
20050311     6.398     2
20050312     6.388     2
20050313     6.379     2
20050314     6.370     2
20050315     6.361     2
20050316     6.352     2
20050317     6.344     2
20050318     6.348     2
20050319     6.357     2
20050320     6.365     2
20050321     6.387     2
20050322     6.361     2
20050323     6.337     2
20050324     6.319     2
20050325     6.292     2
20050326     6.273     2
20050327     6.308     2
20050328     6.318     2
20050329     6.299     2
20050330     6.289     2
20050331     6.279     2
20050401     6.269     2
20050402     6.259     2
20050403     6.248     2
20050404     6.238     2
20050405     6.228     2
20050406     6.218     2
20050407     6.213     2
20050408     6.209     2
20050409     6.204     2
20050410     6.200     2
20050411     6.196     2
20050412     6.192     2
20050413     6.187     2
20050414     6.183     2
20050415     6.179     2
20050416     6.174     2
20050417     6.170     2
20050418     6.166     2
20050419     6.161     2
20050420     6.157     2
20050421     6.151     2
20050422     6.145     2
20050423     6.138     2
20050424     6.132     2
20050425     6.125     2
20050426     6.119     2
20050427     6.112     2
20050428     6.106     2
20050429     6.100     2
20050430     6.093     2
20050501     6.087     2
20050502     6.080     2
20050503     6.074     2
20050504     6.068     2
20050505     6.068     2
20050506     6.070     2
20050507     6.071     2
20050508     6.073     2
20050509     6.074     2
20050510     6.076     2
20050511     6.077     2
20050512     6.079     2
20050513     6.081     2
20050514     6.082     2
20050515     6.084     2
20050516     6.085     2
20050517     6.087     2
20050518     6.088     2
20050519     6.090     2
20050520     6.092     2
20050521     6.093     2
20050522     6.095     2
20050523     6.101     2
20050524     6.174     2
20050525     6.190     2
20050526     6.194     2
20050527     6.198     2
20050528     6.202     2
20050529     6.205     2
20050530     6.209     2
20050531     6.213     2
20050601     6.213     2
20050602     6.203     2
20050603     6.235     2
20050604     6.233     2
20050605     6.238     2
20050606     6.235     2
20050607     6.243     2
20050608     6.211     2
20050609     6.214     2
20050610     6.212     2
20050611     6.203     2
20050612     6.216     2
20050613     6.221     2
20050614     6.212     2
20050615     6.215     2
20050616     6.208     2
20050617     6.200     2
20050618     6.222     2
20050619     6.220     2
20050620     6.237     2
20050621     6.256     2
20050622     6.253     2
20050623     6.222     2
20050624     6.225     2
20050625     6.232     2
20050626     6.232     2
20050627     6.207     2
20050628     6.217     2
20050629     6.210     2
20050630     6.221     2
20050701     6.235     2
20050702     6.222     2
20050703     6.220     2
20050704     6.218     2
20050705     6.222     2
20050706     6.221     2
20050707     6.245     2
20050708     6.243     2
20050709     6.243     2
20050710     6.237     2
20050711     6.243     2
20050712     6.241     2
20050713     6.244     2
20050714     6.265     2
20050715     6.280     2
20050716     6.264     2
20050717     6.258     2
20050718     6.288     2
20050719     6.283     2
20050720     6.323     2
20050721     6.333     2
20050722     6.334     2
20050723     6.333     2
20050724     6.345     2
20050725     6.371     2
20050726     6.384     2
20050727     6.985     2
20050728     8.757     2
20050729     9.272     2
20050730     9.268     2
20050731     9.273     2
20050801     9.272     2
20050802     6.642     2
20050803     9.280     2
20050804     9.278     2
20050805     9.271     2
20050806     9.268     2
20050807     9.272     2
20050808     9.277     2
20050809     9.291     2
20050810     9.298     2
20050811     9.291     2
20050812     9.295     2
20050813     9.306     2
20050814     9.305     2
20050815     9.306     2
20050816     9.304     2
20050817     9.302     2
20050818     9.282     2
20050819     9.277     2
20050820     9.289     2
20050821     9.289     2
20050822     9.283     2
20050823     9.286     2
20050824     9.292     2
20050825     9.295     2
20050826     8.846     2
20050827     8.547     2
20050828     8.536     2
20050829     8.544     2
20050830     8.547     2
20050831     8.546     2
20050901     8.535     2
20050902     8.525     2
20050903     8.520     2
20050904     8.518     2
20050905     8.527     2
20050906     8.535     2
20050907     8.537     2
20050908     9.346     2
20050909     8.654     2
20050910    11.698     2
20050911     8.606     2
20050912     8.601     2
20050913     8.602     2
20050914     8.272     2
20050915     8.519     2
20050916     8.521     2
20050917     8.513     2
20050918     8.515     2
20050919     8.511     2
20050920     8.516     2
20050921     8.508     2
20050922     8.528     2
20050923     8.515     2
20050924     8.489     2
20050925     8.492     2
20050926    16.265     2
20050927    39.907     2
20050928    51.102     2
20050929    50.658     2
20050930   433.301     2
20051001   532.579     2
20051002   273.497     2
20051003   126.110     2
20051004    70.851     2
20051005    49.697     2
20051006    49.319     2
20051007    24.595     2
20051008     6.013     2
20051009     6.018     2
20051010     5.999     2
20051011     5.976     2
20051012     5.980     2
20051013     5.996     2
20051014     5.989     2
20051015     5.989     2
20051016     5.993     2
20051017     5.990     2
20051018     5.983     2
20051019     5.975     2
20051020     5.990     2
20051021     6.035     2
20051022     6.081     2
20051023     6.126     2
20051024     6.171     2
20051025     6.217     2
20051026     6.262     2
20051027     6.308     2
20051028     6.353     2
20051029     6.399     2
20051030     6.444     2
20051031     6.489     2
20051101     6.535     2
20051102     6.580     2
20051103     6.626     2
20051104     6.671     2
20051105     6.717     2
20051106     6.762     2
20051107     6.807     2
20051108     6.853     2
20051109     6.898     2
20051110     6.944     2
20051111     6.989     2
20051112     7.035     2
20051113     7.080     2
20051114     7.125     2
20051115     7.171     2
20051116     7.216     2
20051117     7.262     2
20051118     7.307     2
20051119     7.353     2
20051120     7.398     2
20051121     7.443     2
20051122     7.495     2
20051123     7.528     2
20051124     7.547     2
20051125     7.536     2
20051126     7.549     2
20051127     7.554     2
20051128     7.543     2
20051129     7.531     2
20051130     7.537     2
20051201     7.635     2
20051202     7.548     2
20051203     7.536     2
20051204     7.524     2
20051205     7.532     2
20051206     7.531     2
20051207     7.485     2
20051208     7.497     2
20051209     7.486     2
20051210     7.468     2
20051211     7.450     2
20051212     7.458     2
20051213     7.453     2
20051214     7.458     2
20051215     7.458     2
20051216     7.460     2
20051217     7.495     2
20051218     7.505     2
20051219     7.479     2
20051220     7.507     2
20051221     7.496     2
20051222     7.473     2
20051223     7.466     2
20051224     7.540     2
20051225     7.484     2
20051226     7.475     2
20051227     7.456     2
20051228     7.478     2
20051229     7.477     2
20051230     7.481     2
20051231     7.476     2
20060101     7.501     2
20060102     7.524     2
20060103     7.527     2
20060104     7.525     2
20060105     7.523     2
20060106     7.565     2
20060107     7.554     2
20060108     7.581     2
20060109     7.555     2
20060110     7.555     2
20060111     7.566     2
20060112     7.550     2
20060113     7.547     2
20060114     7.567     2
20060115     7.579     2
20060116     7.582     2
20060117     7.583     2
20060118     7.570     2
20060119     7.575     2
20060120     7.558     2
20060121     7.544     2
20060122     7.539     2
20060123     7.555     2
20060124     7.548     2
20060125     7.535     2
20060126     7.548     2
20060127     7.574     2
20060128     7.638     2
20060129     7.575     2
20060130     7.571     2
20060131     4.655     2
20060201     7.579     2
20060202     7.580     2
20060203     8.554     2
20060204     7.635     2
20060205     7.635     2
20060206     7.622     2
20060207     7.623     2
20060208     7.603     2
20060209     7.613     2
20060210     7.700     2
20060211     7.636     2
20060212     7.613     2
20060213     7.610     2
20060214     7.590     2
20060215     7.591     2
20060216     7.598     2
20060217     7.589     2
20060218     7.589     2
20060219     7.591     2
20060220     7.595     2
20060221     7.206     2
20060222     7.636     2
20060223     7.627     2
20060224     7.638     2
20060225     7.638     2
20060226     7.660     2
20060227     7.670     2
20060228     7.638     2
20060301     7.634     2
20060302     7.638     2
20060303     7.663     2
20060304     7.654     2
20060305     7.645     2
20060306     7.641     2
20060307     7.634     2
20060308     7.651     2
20060309     7.691     2
20060310     7.746     2
20060311     7.779     2
20060312     7.803     2
20060313     7.824     2
20060314     7.832     2
20060315     7.961     2
20060316     7.920     2
20060317     7.936     2
20060318     7.902     2
20060319     7.857     2
20060320     7.834     2
20060321     7.789     2
20060322     7.785     2
20060323     7.768     2
20060324     7.749     2
20060325     7.745     2
20060326     7.730     2
20060327     7.752     2
20060328     7.776     2
20060329     7.754     2
20060330     7.743     2
20060331     7.737     2
20060401     7.709     2
20060402     7.739     2
20060403     7.755     2
20060404     7.751     2
20060405     7.751     2
20060406     7.726     2
20060407     7.719     2
20060408     7.738     2
20060409     7.734     2
20060410     7.715     2
20060411     7.718     2
20060412     7.731     2
20060413     7.725     2
20060414     7.727     2
20060415     7.740     2
20060416     7.738     2
20060417     7.745     2
20060418     7.771     2
20060419     7.765     2
20060420     7.761     2
20060421     6.918     2
20060422     7.689     2
20060423     7.779     2
20060424     7.753     2
20060425     7.755     2
20060426     7.754     2
20060427     7.737     2
20060428     7.611     2
20060429     7.279     2
20060430     7.101     2
20060501     7.093     2
20060502     7.089     2
20060503     7.083     2
20060504     7.081     2
20060505     7.085     2
20060506     7.074     2
20060507     7.120     2
20060508     7.169     2
20060509     7.145     2
20060510     7.159     2
20060511     7.162     2
20060512     7.149     2
20060513     5.903     2
20060514     5.176     2
20060515     5.179     2
20060516     5.180     2
20060517     5.184     2
20060518     5.141     2
20060519     5.142     2
20060520     5.154     2
20060521     5.163     2
20060522     5.156     2
20060523     6.520     2
20060524     8.225     2
20060525     8.266     2
20060526     8.264     2
20060527     8.259     2
20060528     8.266     2
20060529     8.275     2
20060530     8.264     2
20060531     8.294     2
20060601     8.299     2
20060602     8.300     2
20060603     7.690     2
20060604     7.087     2
20060605     7.089     2
20060606     7.101     2
20060607     7.062     2
20060608     7.037     2
20060609     7.049     2
20060610     7.066     2
20060611     6.619     2
20060612     6.276     2
20060613     6.288     2
20060614     6.308     2
20060615     6.883     2
20060616     7.244     2
20060617     7.239     2
20060618     7.233     2
20060619     7.223     2
20060620     7.228     2
20060621     7.245     2
20060622     7.250     2
20060623     7.263     2
20060624     7.015     2
20060625     6.427     2
20060626     6.428     2
20060627     6.434     2
20060628     6.429     2
20060629     6.418     2
20060630     6.404     2
20060701     6.406     2
20060702     6.420     2
20060703     6.420     2
20060704     6.403     2
20060705     6.403     2
20060706     6.428     2
20060707     6.417     2
20060708     6.427     2
20060709     6.438     2
20060710     6.436     2
20060711     6.445     2
20060712     6.491     2
20060713     6.591     2
20060714     6.786     2
20060715     6.802     2
20060716     6.823     2
20060717     6.815     2
20060718     6.822     2
20060719     6.831     2
20060720     6.839     2
20060721     6.859     2
20060722     6.853     2
20060723     6.845     2
20060724     6.936     2
20060725     7.099     2
20060726     7.075     2
20060727     7.076     2
20060728     7.066     2
20060729     7.079     2
20060730     7.064     2
20060731     7.059     2
20060801     5.643     2
20060802     7.076     2
20060803     9.085     2
20060804     7.090     2
20060805     7.094     2
20060806     7.087     2
20060807     7.072     2
20060808     7.060     2
20060809     7.065     2
20060810     7.070     2
20060811     7.067     2
20060812     7.069     2
20060813     7.077     2
20060814     7.108     2
20060815     7.130     2
20060816     7.163     2
20060817     7.092     2
20060818     7.093     2
20060819     7.075     2
20060820     6.874     2
20060821     6.867     2
20060822     6.882     2
20060823     6.891     2
20060824     6.897     2
20060825     6.923     2
20060826     6.916     2
20060827     6.908     2
20060828     6.907     2
20060829     6.917     2
20060830     6.943     2
20060831     6.945     2
20060901     6.930     2
20060902     6.931     2
20060903     6.946     2
20060904     6.954     2
20060905     6.950     2
20060906     6.961     2
20060907     6.961     2
20060908     6.968     2
20060909     6.956     2
20060910     6.965     2
20060911     6.973     2
20060912     6.978     2
20060913     6.974     2
20060914     6.992     2
20060915     6.977     2
20060916     7.007     2
20060917     7.058     2
20060918     7.083     2
20060919     7.059     2
20060920     7.072     2
20060921     7.085     2
20060922     7.086     2
20060923     7.111     2
20060924     7.131     2
20060925     7.104     2
20060926    14.915     2
20060927    22.788     2
20060928    40.824     2
20060929    53.427     2
20060930    53.363     2
20061001   418.816     2
20061002   557.815     2
20061003   315.735     2
20061004   129.296     2
20061005    80.406     2
20061006    50.018     2
20061007    50.061     2
20061008    26.847     2
20061009     7.041     2
20061010     6.984     2
20061011     6.960     2
20061012     6.958     2
20061013     6.955     2
20061014     6.953     2
20061015     6.938     2
20061016     6.942     2
20061017     6.960     2
20061018     7.024     2
20061019     6.280     2
20061020     6.171     2
20061021     5.732     2
20061022     5.729     2
20061023     5.743     2
20061024     5.729     2
20061025     5.754     2
20061026     5.765     2
20061027     5.778     2
20061028     5.764     2
20061029     5.768     2
20061030     5.756     2
20061031     5.773     2
20061101     5.769     2
20061102     5.780     2
20061103     5.771     2
20061104     5.792     2
20061105     5.805     2
20061106     5.836     2
20061107     5.822     2
20061108     5.817     2
20061109     5.819     2
20061110     5.827     2
20061111     5.841     2
20061112     5.888     2
20061113     6.001     2
20061114     5.885     2
20061115     5.877     2
20061116     5.891     2
20061117     5.893     2
20061118     5.935     2
20061119     5.918     2
20061120     6.493     2
20061121     5.903     2
20061122     5.917     2
20061123     5.903     2
20061124     5.881     2
20061125     5.929     2
20061126     5.969     2
20061127     5.900     2
20061128     5.970     2
20061129     5.927     2
20061130     5.926     2
20061201     5.927     2
20061202     5.938     2
20061203     5.918     2
20061204     5.949     2
20061205     5.968     2
20061206     5.966     2
20061207     5.950     2
20061208     5.966     2
20061209     6.014     2
20061210     6.032     2
20061211     6.009     2
20061212     6.007     2
20061213     6.007     2
20061214     5.998     2
20061215     6.000     2
20061216     6.020     2
20061217     6.152     2
20061218     6.096     2
20061219     6.061     2
20061220     6.041     2
20061221     6.201     2
20061222     6.109     2
20061223     6.126     2
20061224     6.158     2
20061225     6.162     2
20061226     6.174     2
20061227     6.173     2
20061228     6.206     2
20061229     6.183     2
20061230     6.342     2
20061231     6.299     2
20070101     6.334     2
20070102     6.310     2
20070103     6.305     2
20070104     6.301     2
20070105     6.308     2
20070106     6.310     2
20070107     6.386     2
20070108     6.458     2
20070109     6.432     2
20070110     6.372     2
20070111     6.243     2
20070112     6.247     2
20070113     6.250     2
20070114     6.227     2
20070115     6.233     2
20070116     6.233     2
20070117     5.274     2
20070118     5.771     2
20070119     6.290     2
20070120     5.756     2
20070121     5.621     2
20070122     5.607     2
20070123     3.879     2
20070124     5.584     2
20070125     5.593     2
20070126     5.593     2
20070127     5.607     2
20070128     5.690     2
20070129     5.599     2
20070130     5.605     2
20070131     5.626     2
20070201     5.602     2
20070202     5.597     2
20070203     5.580     2
20070204     5.586     2
20070205     5.593     2
20070206     5.722     2
20070207     5.634     2
20070208     5.581     2
20070209     5.567     2
20070210     5.532     2
20070211     5.543     2
20070212     5.553     2
20070213     5.548     2
20070214     5.538     2
20070215     5.523     2
20070216     5.498     2
20070217     5.492     2
20070218     5.473     2
20070219     5.481     2
20070220     5.468     2
20070221     5.493     2
20070222     5.493     2
20070223     6.837     2
20070224    10.492     2
20070225    10.503     2
20070226    13.055     2
20070227    15.623     2
20070228    15.931     2
20070301    16.192     2
20070302    17.140     2
20070303    18.740     2
20070304    19.783     2
20070305    20.277     2
20070306    20.600     2
20070307    20.983     2
20070308    21.179     2
20070309    21.286     2
20070310    21.398     2
20070311    21.424     2
20070312    16.193     2
20070313    10.572     2
20070314    10.570     2
20070315    10.557     2
20070316    10.534     2
20070317    10.539     2
20070318    10.725     2
20070319    16.725     2
20070320    43.474     2
20070321    88.426     2
20070322   105.258     2
20070323   103.625     2
20070324    71.813     2
20070325    51.369     2
20070326    51.203     2
20070327    51.237     2
20070328    51.026     2
20070329    51.034     2
20070330    51.062     2
20070331    50.843     2
20070401    50.648     2
20070402    50.565     2
20070403    50.533     2
20070404    50.375     2
20070405    50.201     2
20070406    50.122     2
20070407    27.260     2
20070408    10.531     2
20070409    10.499     2
20070410    10.494     2
20070411    10.488     2
20070412    10.479     2
20070413    10.495     2
20070414    10.472     2
20070415    10.429     2
20070416    10.431     2
20070417    10.433     2
20070418    10.509     2
20070419    10.457     2
20070420    10.443     2
20070421    10.419     2
20070422    10.401     2
20070423    10.395     2
20070424    10.399     2
20070425    10.414     2
20070426    10.440     2
20070427    10.401     2
20070428    10.367     2
20070429    10.372     2
20070430    10.345     2
20070501    10.347     2
20070502    10.342     2
20070503    10.328     2
20070504    10.315     2
20070505    10.309     2
20070506    10.298     2
20070507    10.273     2
20070508    10.252     2
20070509    10.213     2
20070510    10.195     2
20070511    10.208     2
20070512    10.211     2
20070513    10.199     2
20070514    10.189     2
20070515    10.190     2
20070516    10.175     2
20070517    10.167     2
20070518    10.151     2
20070519    10.199     2
20070520    10.267     2
20070521    10.260     2
20070522    10.245     2
20070523    10.259     2
20070524    10.255     2
20070525    10.240     2
20070526    10.275     2
20070527    10.267     2
20070528    10.256     2
20070529     8.696     2
20070530     5.296     2
20070531     5.299     2
20070601     5.307     2
20070602     5.324     2
20070603     5.335     2
20070604     5.355     2
20070605     5.364     2
20070606     5.407     2
20070607     5.433     2
20070608     5.425     2
20070609     5.431     2
20070610     5.430     2
20070611     5.434     2
20070612     5.436     2
20070613     5.443     2
20070614     5.447     2
20070615     5.445     2
20070616     5.454     2
20070617     5.460     2
20070618     5.474     2
20070619     5.482     2
20070620     5.487     2
20070621     5.491     2
20070622     5.488     2
20070623     5.491     2
20070624     5.496     2
